Material,Material2,LIST PRICE,MRP PRICE,TYPE,FINISH,billing price,STOCK,Box Qty,Carton,brand,Make,Model,Year Start,Year End,Segment,Single Video URL,Multiple Media(semicolon-separated,most_selling,sales_volume,sales_value,zone,region,hsn,kolkata stock,Product Sub Group,Product Group
35300M72S01,HEADLAMP ASSY LH,,20690,,,16657.52,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M72S02,HEADLAMP ASSYL,,21400,,,17229.14,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M72S03,HEADLAMP ASSYLH,,21000,,,16907.10,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M72S04,HEADLAMP ASSYLH,,22500,,,18114.75,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M73T20,HEADLAMP ASSYL,,2350,,,1891.99,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M73TA0,HEADLAMP ASSYL,,10890,,,8767.54,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M73TA2,HEADLAMP ASSYLH,,11500,,,9258.65,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M74F00,HEAD LAMP ASSYLH(ZEN MINOR),,1445,,,1163.37,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M74F10,HEADLAMP ASSYL E3,,3360,,,2705.14,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M74TA0,HEADLAMP ASSYL,,8500,,,6843.35,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M74TA1,HEADLAMP ASSYL,,9100,,,7326.41,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M75J00,HEADLAMP ASSY LH,,3318,,,2671.32,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M75L00,HEAD LAMP ASSY LH,,3550,,,2858.11,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M75T00,HEADLAMP ASSYL,,5499,,,4427.24,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M75T10,HEADLAMP ASSYL,,5150,,,4146.27,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M75T11,HEADLAMP ASSYLH,,5150,,,4146.27,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M75T12,HEADLAMP ASSYLH,,6999,,,5634.89,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M75T60,HEADLAMP ASSYL,,14999,,,12075.69,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M76T00,HEADLAMP ASSYL,,11220,,,9033.22,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M76T01,HEADLAMP ASSY L,,11000,,,8856.10,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M76T02,HEADLAMP ASSYLH,,11495,,,9254.62,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M76T03,HEADLAMP ASSYLH,,11650,,,9379.42,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M76T20,HEADLAMP ASSYLH,,7220,,,5812.82,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M76T21,HEADLAMP ASSY LH,,7150,,,5756.47,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M76T22,HEADLAMP ASSYLH,,7810,,,6287.83,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M76T23,HEADLAMP ASSYLH,,7850,,,6320.04,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M76TA0,HEADLAMP ASSYL,,11000,,,8856.10,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M79A00,HEADLAMP ASSY LH O,,2971,,,2391.95,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M79F10,HEADLAMP ASSY LH (WAGON R MINOR LX,,2720,,,2189.87,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M79F20,HEAD LAMP ASSYLWAG,,3610,,,2906.41,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M79G20,HEAD LAMP ASSY L,,3046,,,2452.33,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M79G40,HEADLAMP ASSY LALTO,,2620,,,2109.36,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M81R00,HEADLAMP ASSYL,,2599,,,2092.45,,1,,MGP,MARUTI,,,,,,,,,,,,85129000,,,
35300M83B10,HEAD LAMP ASSYL,,3657,,,2944.25,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M85S00,HEADLAMP ASSYLH,,21320,,,17164.73,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35300M85S01,HEADLAMP ASSY LH,,23999,,,19321.59,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35320-57L20,UNITHEADLAMPLH,,21300,,,17148.63,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35320M51A00,HEAD LAMP UNIT L,,626.85,,,504.68,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35320M51A10,HEAD LAMP UNIT L,,626.85,,,504.68,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35320M51A20,UNIT ASSY HEADLAMP,,700,,,563.57,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35320M55K00,UNIT HEADLAMP LH,,4775,,,3844.35,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35320M55K00*,UNIT HEADLAMP LH**,,3566.22,,,2871.16,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35320M68K00,UNIT HEADLAMP LH,,3068,,,2470.05,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35320M68K10,UNITHEADLAMP LH,,2950,,,2375.05,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35320M70F00,UNIT ASSYHEAD LAMP,,1221,,,983.03,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35320M70F10,UNIT HEAD LAMP LH,,2431.51,,,1957.61,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35320M75J00,UNIT HEADLAMP LH,,3000,,,2415.30,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35320M78L00,UNIT HEADLAMP LH,,2740,,,2205.97,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35320M78L01,UNIT HEADLAMP LH,,2710,,,2181.82,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35320M79G20,UNIT HEADLAMP LH,,3385,,,2725.26,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35320M83K00,UNIT HEADLAMP LH,,2815,,,2266.36,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M50S00,UNIT HEADLAMP LH,,16890,,,13598.14,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M50SA0,UNIT HEADLAMP LH,,21200,,,17068.12,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M51B00,UNIT HEAD LAMP WITH LVL MOTORLH,,2600,,,2093.26,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M51B10,UNIT HEAD LAMP LH,,2750,,,2214.03,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M51BA0,UNIT HEADLAMP WITHOUT LEVELLING MOT,,2100,,,1690.71,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M53M00,.UNIT HEADLAMP LH,,2050,,,1650.46,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M53M10,HEAD LAMP UNIT LH,,2320,,,1867.83,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M53MA0,UNIT HEAD LAMP LH,,2440,,,1964.44,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M53MB0,HEAD LAMP UNIT L,,2280,,,1835.63,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M53T20,UNIT HEADLAMP LH,,2150,,,1730.97,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M55R10,UNIT  HEADLAMP LH,,2350,,,1891.99,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35321M55RB0,UNIT  HEADLAMP LH,,21320,,,17164.73,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M55RB1,UNIT  HEADLAMP LH,,29000,,,23347.90,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M55T00,UNIT HEADLAMP LH,,5410,,,4355.59,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M55T50,UNIT HEADLAMP LH,,13765,,,11082.20,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M59K00,UNIT HEADLAMPLH,,3850,,,3099.64,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M60EB0, UNIT HEAD LAMP LH,,2665,,,2145.59,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M60EF0,UNIT HEAD LAMP WITH LVL. MOTOR LH E,,3799,,,3058.57,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M60M00,UNIT HEADLAMP LH,,2950,,,2375.05,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M60MZ0,UNIT HEADLAMP LH,,2950,,,2375.05,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M62S20,UNIT HEAD LAMP LH,,2150,,,1730.97,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M65L00,UNITHEADLAMP LH,,2630,,,2117.41,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M65M00,UNITHEADLAMP LH,,4600,,,3703.46,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M65MA0,UNITHEADLAMP LH,,18800,,,15135.88,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M66L00,UNIT HEADLAMP LH,,2500,,,2012.75,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M66R10,HEAD LAMP ASSY LH,,2650,,,2133.52,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M66R70,UNIT HEADLAMP LH,,21700,,,17470.67,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M67K00,UNIT HEADLAMP LHWAG R MINOR,,3750,,,3019.13,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M67K10,UNIT HEADLAMP LHWAG R MINOR,,3220,,,2592.42,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M67L00,UNIT HEADLAMP LH,,2680,,,2157.67,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M67LA0,UNIT HEAD LAMP LH,,2120,,,1706.81,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M67LA1,UNIT HEAD LAMP LH,,3826,,,3080.31,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M67LA2,UNIT HEAD LAMP LH,,3825,,,3079.51,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M67LA3,UNIT HEAD LAMP LH,,4675,,,3763.84,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M67P00,UNIT HEADLAMPLH,,2320,,,1867.83,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M68K00,UNIT HEADLAMP LH,,3800,,,3059.38,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M68K10,UNIT HEADLAMP LH,,3800,,,3059.38,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M68K21,UNIT HEAD LAMP LH,,2676,,,2154.45,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M68P00,UNIT HEADLAMP LH,,3790,,,3051.33,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M68P20,UNIT HEADLAMP LH,,17700,,,14250.27,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M68P21,UNIT HEADLAMP LH,,18005,,,14495.83,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M68P22,UNIT HEADLAMP LH,,23000,,,18517.30,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M69R00,UNIT HEAD LAMP LH,,2725,,,2193.90,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M72R00,HEADLAMP ASSYL,,5890,,,4742.04,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M72R01,HEADLAMP ASSYL,,5975,,,4810.47,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M72R02,UNIT HEADLAMPLH,,7350,,,5917.49,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M72R10,UNIT HEADLAMP LH,,6765,,,5446.50,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M72R20,UNIT HEADLAMP LH,,6765,,,5446.50,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M72S01,UNIT HEADLAMP ASSY LH,,21990,,,17704.15,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M74F00,HEAD LAMP UNITLH,,2220,,,1787.32,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M74F10,HEAD LAMP UNIT WITH,,3235,,,2604.50,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M74L00,UNIT HEADLAMP LH,,1910,,,1537.74,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M74L01,UNIT HEADLAMP LH,,2999,,,2414.49,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M75L00,UNIT HEADLAMP LH,,2710,,,2181.82,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35321M76M00,UNIT HEADLAMPLH,,2500,,,2012.75,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M76MZ0,UNIT HEADLAMP LH,,2450,,,1972.50,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M77P00,UNIT HEAD LAMP LH,,3200,,,2576.32,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M79A00,UNIT HEAD LAMP LH,,3380,,,2721.24,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M79F00,LAMP UNITHEADLH,,2220,,,1787.32,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M79F20,UNIT HEAD LAMP WITH,,3550,,,2858.11,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M79G00,HEAD LAMP UNITLH,,1445,,,1163.37,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M79G40,UNIT HEADLAMPLH ALTO MINOR,,2520,,,2028.85,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M79G70,UNIT HEADLAMP LH(ALTO BS4),,2500,,,2012.75,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M79M00,UNITHEADLAMP LH,,4375,,,3522.31,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M79M01,UNIT HEADLAMP LH,,4185,,,3369.34,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M79M02,UNIT HEADLAMPLH,,6050,,,4870.86,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M79M10,UNITHEADLAMP LH,,6550,,,5273.41,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M79MZ0,UNIT HEADLAMP LH,,4350,,,3502.19,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M82P00,UNIT HEADLAMP LH,,4025,,,3240.53,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M82P01,UNIT HEADLAMP LH,,5250,,,4226.78,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M82P10,UNIT HEADLAMP LH,,8758,,,7051.07,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M82P12,UNIT HEADLAMP LH,,7300,,,5877.23,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M82P13,UNIT HEADLAMP LH,,8099,,,6520.50,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M82R00,UNIT HEADLAMP LH,,26000,,,20932.60,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M82R10,UNITHEADLAMP LH,,26500,,,21335.15,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M83B00,UNITHEAD LAMPLH,,2190,,,1763.17,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M83B10,UNIT HEAD LAMP WITH,,5050,,,4065.76,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M83K10,UNIT HEADLAMP LH,,2314,,,1863.00,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M83K11,UNIT HEADLAMP LH,,2880,,,2318.69,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M84R00,UNIT HEADLAMP LH,,6550,,,5273.41,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M84RA0,UNIT HEADLAMP LH,,21000,,,16907.10,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35321M84RA1,UNIT HEADLAMP LH,,25000,,,20127.50,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35328M79A00,GARNISH HEADLAMP LH,,220,,,177.12,,1,,MGP,MARUTI,,,,,,,,,,,,85129000,,,
35341M51A00,.HOUSING HEADLAMP L,,48,,,38.64,,1,,MGP,MARUTI,,,,,,,,,,,,85129000,,,
35500M60C10,FRONT FOG LAMP ASSY RH (ESTEEM VEL,,405,,,326.07,,1,,MGP,MARUTI,,,,,,,,,,,,85122020,,,
35500M63J00,LAMP ASSYFOG,,1006.23,,,810.12,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35500M63J04,LAMP ASSY FOG,,1521,,,1224.56,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35500M66R00,LAMP ASSYFOG,,999,,,804.29,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35500M67LA0,LAMP ASSYFOG,,1150,,,925.87,,2,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35500M72S00,LAMP ASSYFOG,,2950,,,2375.05,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35500M75J00,LAMP ASSYFOG,,1006.23,,,810.12,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35500M75J10,LAMP ASSYFOG,,927,,,746.33,,1,,MGP,MARUTI,,,,,,,,,,,,85122020,,,
35500M75J11,FRONT FOG LAMPYN4,,1350,,,1086.89,,1,,MGP,MARUTI,,,,,,,,,,,,85122020,,,
35500M85S00,LAMP ASSYFOG,,1810,,,1457.23,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35500M85S01,LAMP ASSY FOG,,2250,,,1811.48,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35501-85P00,LAMP ASSY FOG RH,,6060,,,4878.91,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35501-85P01,LAMP ASSY FOG RH,,7400,,,5957.74,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35501M55R00,LAMP ASSY FR FOG,,885,,,712.51,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35501M59K00,LAMP ASSY FR FOG RH,,830,,,668.23,,1,,MGP,MARUTI,,,,,,,,,,,,85122020,,,
35501M60C10,FRONT FOG LAMP ASSY LH (ESTEEM VEL,,405,,,326.07,,1,,MGP,MARUTI,,,,,,,,,,,,85122020,,,
35501M65L00,LAMP ASSYFR FOGR,,1078,,,867.90,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35501M66L00,LAMP ASSY FRONT FOG RH,,1055,,,849.38,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35501M66R00,LAMP ASSY FOG LAMP,,485,,,390.47,,1,,MGP,MARUTI,,,,,,,,,,,,85122020,,,
35501M67K00,LAMP ASSY FR FOG R,,810,,,652.13,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35501M67P00,LAMP ASSYFOG,,1105,,,889.64,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35501M70C00,LAMP ASSYFOGR EST,,1152,,,927.48,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35501M74F00,LAMP ASSY FRONT FOG,,467,,,375.98,,1,,MGP,MARUTI,,,,,,,,,,,,85122020,,,
35501M75T00,LAMP ASSYFOGR,,1675,,,1348.54,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35501M84R00,LAMP ASSYFOGR,,745,,,599.80,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35502-85P00,LAMP ASSY FOG LH,,6060,,,4878.91,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35502-85P01,LAMP ASSY FOG LH,,7400,,,5957.74,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35502M59K00,LAMP ASSY FR FOG LH,,830,,,668.23,,1,,MGP,MARUTI,,,,,,,,,,,,85122020,,,
35502M65L00,LAMP ASSYFR FOGL,,1078,,,867.90,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35502M66L00,LAMP ASSY FRONT FOG LH,,1055,,,849.38,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35502M67K00,LAMP ASSY FR FOG L,,810,,,652.13,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35502M70C00,LAMP ASSYFOG L ES,,1152,,,927.48,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35502M74F00,LAMP ASSY FRONT FOG LH (ZEN MINOR ,,467,,,375.98,,1,,MGP,MARUTI,,,,,,,,,,,,85122020,,,
35502M75T00,LAMP ASSYFOGL,,1675,,,1348.54,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35502M79F00,LAMP ASSYFR FOGL,,665,,,535.39,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35512M67L00,BULB 12V- 24W,,620,,,499.16,,1,,MGP,MARUTI,,,,,,,,,,,,85392120,,,
35526M84R00,BRACKET FOG LAMP RH,,71,,,57.16,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35566M84R00,BRACKET FOG LAMP LH,,71,,,57.16,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35601-79020,LAMP ASSYFR.COMB RH,,89,,,71.65,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35601-80052,LAMP ASSYCOMBINATION RH,,397.9,,,320.35,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35601M60B10,LAMP ASSY FR TURN SI,,105,,,84.54,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35601M60B30,LAMP FRONT TURNSIGNA,,105,,,84.54,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35601M60B50,LAMP ASSY FR TURN RH,,147,,,118.35,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35601M60B60,LAMP ASSY FRT TURN S,,89,,,71.65,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35601M60EA0,LAMP ASSY FR TURN RH,,319,,,256.83,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35601M70F00,LAMP ASSYFR TURNRH,,195,,,156.99,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35601M70F10,LAMP ASSYFR TURN SI,,195,,,156.99,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35601M74TA0,LAMP ASSYFRONT COMBR,,7250,,,5836.98,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35601M76T00,LAMP ASSYFRONT COMBR,,9250,,,7447.18,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35601M79030,LAMP ASSYFRONT COMB,,225,,,181.15,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35601M79120,LAMP ASSYFR.COMB RH,,89,,,71.65,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35601M80110,LAMP ASSYCOMBINATIO,,200,,,161.02,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35601M84120,LAMP ASSY FR COMB RH,,110,,,88.56,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602-78020,LAMP ASSYFR COMBI LH,,246.15,,,198.18,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35602-79020,LAMP ASSYFR.COMB LH,,245.91,,,197.98,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35602-80052,LAMP ASSYCOMBINATION LH(WITHOUT BU,,128.43,,,103.40,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35602M60B10,LAMP ASSY. FR TURN S,,85,,,68.43,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M60B30,LAMP FRONT TURNSIGNA,,105,,,84.54,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M60B50,LAMP ASSY FR TURN LH,,147,,,118.35,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M60B61,TURN SIGNAL ASSY FR LH(W/O BULB) AP,,195,,,156.99,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M60B90,LAMP FRT TURN SIGNAL (APR'2003 ONWA,,135,,,108.69,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M60EA0,LAMP ASSY FR TURN LH,,319,,,256.83,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M70F10,LAMP ASSYFR TURN SI,,195,,,156.99,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M73T00,LAMP ASSYFR TURN SIGL,,525,,,422.68,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M74TA0,LAMP ASSYFRONT COMBL,,7250,,,5836.98,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M76T00,LAMP ASSYFRONT COMBL,,9250,,,7447.18,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M79030,LAMP ASSYFRONT COMBL,,91,,,73.26,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M79120,LAMP ASSYFR COMBI L,,89,,,71.65,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M80110,LAMP ASSYFRONT COMB,,200,,,161.02,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35602M84120,LAMP ASSY FR COMBI L,,110,,,88.56,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35603-70C10,LAMP ASSY RR. COMB R,,538.69,,,433.70,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35603-80002,LAMP ASSYCOMBINATION RH,,572.32,,,460.77,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35603-84000,LAMP ASSYCOMBINATION RH,,777.81,,,626.21,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
35603M55K00,LAMP ASSY REAR COMBINATION RH,,1788,,,1439.52,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35603M59K00,LAMP ASSY RR COMB RH,,874,,,703.66,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35603M60EB0,LAMP ASSY REAR COMB,,1552,,,1249.52,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35603M67K00,RR COMBINATION LAMP,,1360,,,1094.94,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
35603M67K10,RR COMBINATION LAMPR,,1195,,,962.09,,1,,MGP,MARUTI,,,,,,,,,,,,85122010,,,
