Material,Material2,LIST PRICE,MRP PRICE,TYPE,FINISH,billing price,STOCK,Box Qty,Carton,brand,Make,Model,Year Start,Year End,Segment,Single Video URL,Multiple Media(semicolon-separated,most_selling,sales_volume,sales_value,zone,region,hsn,kolkata stock,Product Sub Group,Product Group
87846M82000-5PK,KNOB (BLACK),,3,,,2.42,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87846M82000-P4Z,KNOB,,2,,,1.61,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87846M82010,KNOB,,45.06,,,36.28,,10,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
87870-84020,STRIKER RR SEAT BACK LOCK,,43.98,,,35.41,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
87870M74L00,STRIKER COMP RR BACK L,,166,,,133.65,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
87870M76M00,STRIKER COMPRR BACKL,,133.5,,,107.48,,1,,MGP,MARUTI,,,,,,,,,,,,87082900,,,
87870M84001,STRIKER REAR SEAT BACK LOCK,,22,,,17.71,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
87880M67L00-AMZ,TRIM COMPRR BACKL,,1022,,,822.81,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87905M67L00,HINGERR,,2490,,,2004.70,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87910M68K00,HINGE ASSYRR SIDER,,140,,,112.71,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87910M74L00,HINGE RR BACK OUTSIDE R,,69,,,55.55,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
87910M82P00,HINGE COMPRR SIDE,,41,,,33.01,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
87911M68P00,BRACKET RR HINGE,,31,,,24.96,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
87930M68K00,HINGE ASSYRR SIDEL,,140,,,112.71,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87930M74L00,HINGE RR BACK OUTSIDE L,,69,,,55.55,,1,,MGP,MARUTI,,,,,,,,,,,,87082900,,,
87940-70F00,LOCK ASSYREAR SEAT BACK L,,649.63,,,523.02,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
87940-84020,.LOCK ASSY RR SEAT BACK LH,,43.98,,,35.41,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
87940M70F00,LOCK ASSEMBLY REAR SEAT BACK L,,52,,,41.87,,1,,MGP,MARUTI,,,,,,,,,,,,94019900,,,
87940M84000,.LOCK ASSY REAR SEAT BACK LH,,55,,,44.28,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87940M84030,LOCK ASSY RR SEAT L,,63,,,50.72,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87951M74L00,BRACKET RR,,115,,,92.59,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
87980M53M00,LOCK ASSYRR BACKL,,125,,,100.64,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87980M53M10,LOCK ASSYRR BACKL,,124,,,99.83,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87980M62J02,LOCK ASSYRR BACKL,,620,,,499.16,,1,,MGP,MARUTI,,,,,,,,,,,,94019900,,,
87980M62J10,LOCK ASSYRR BACKRH,,760,,,611.88,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87980M62S00,LOCK ASSYRR BACKL,,138,,,111.10,,1,,MGP,MARUTI,,,,,,,,,,,,94019900,,,
87980M66R00,LOCK ASSY RR BACK LH,,507,,,408.19,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87980M75J00,LOCK ASSY RR BACK LH,,85,,,68.43,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87980M76G00,LOCK ASSY REAR BACK LH,,56,,,45.09,,1,,MGP,MARUTI,,,,,,,,,,,,94019900,,,
87980M76G40,LOCK ASSYRR BACKL,,83,,,66.82,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87980M76M00,LOCK ASSYRR BACKL,,810,,,652.13,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87980M76M11,LOCK ASSY RR BACK LH,,590,,,475.01,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87982M65M30-5PK,BEZELRR BACK LOCKL(BLACK),,30,,,24.15,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
87991M62J61-P4Z,COVERRR SEAT HINGE,,50.5,,,40.66,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
87991M68P00,COVER RR SEAT HINGE LH,,15,,,12.08,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
87991M68P10-5PK,COVER RR SEAT HINGE LH,,15,,,12.08,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88140-84100,.FAN BLOWER,,157.53,,,126.83,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88190M79000,.FANBLOWER,,193.5,,,155.79,,1,,MGP,MARUTI,,,,,,,,,,,,84159000,,,
88214M60M00,.ROD LOCK RELEASE RH,,26,,,20.93,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88215M60M00-V6N,.BAND RR BACK LOCK (BEIGE),,24,,,19.32,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
88491M60M00-V6N,COVER 3RD MTG RH (BEIGE),,30,,,24.15,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88492M60M00-V6N,COVER 3RD MTG LH (BEIGE),,30,,,24.15,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88515M79M00,VALVE EXPANSION,,1515,,,1219.73,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88701M60M00-V6N,.COVER 3RD BACK OUTSIDE LH,,30,,,24.15,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88714M60M00,.ROD LOCK RELEASE LH,,26,,,20.93,,1,,MGP,MARUTI,,,,,,,,,,,,94019000,,,
88910M53M00-R3F,SHELF COMP REAR PARCEL,,1360,,,1094.94,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M53M00-S01,SHELF  RR PARCEL,,1322,,,1064.34,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M53T00-R3F,COVER COMPLUGGAGE,,728,,,586.11,,10,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M55R00-R3F,SHELF COMPREAR PARCEL,,1101.5,,,886.82,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M55T00-R3F,SHELF REAR PARCEL,,1032.5,,,831.27,,10,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M62S00-GMY,COVER COMPLUGGAGE,,871,,,701.24,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M65L00-U1H,SHELFRR PARCEL(MAROON),,1351,,,1087.69,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M65M00-GMY,SHELF REAR PARCEL,,1990,,,1602.15,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M65M01-GMY,SHELFREAR PARCEL,,2277,,,1833.21,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M66L00-T21,SHELF COMP RR PARCEL,,990,,,797.05,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M66R00-R3F,REAR PRCL TRAY IGNIS,,1055.5,,,849.78,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M66T00-R3F,COVER COMPLUGGAGE,,1451.5,,,1168.60,,7,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88910M67L00,SHELF RR PARCEL (GRAY),,1090,,,877.56,,1,,MGP,MARUTI,,,,,,,,,,,,94019900,,,
88910M67L00-R3F,SHELF COMPRR PARCEL,,1183.5,,,952.84,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M67L01-R3F,SHELF RR PARCEL (GRAY),,1360,,,1094.94,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M67P00-S01,SHELFRR PARCEL,,1080,,,869.51,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M68K00-AEU,SHELFRR PARCEL(BLACK),,1650,,,1328.42,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M68K00-R3F,SHELF RR PARCEL,,1147.5,,,923.85,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M68P00-R3F,SHELF REAR PARCEL (BLACK),,1260,,,1014.43,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M68P01-R3F,SHELF RR PARCEL (BLACK),,1740,,,1400.87,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M69R00-R3F,SHELF COMPREAR PARCEL,,1060,,,853.41,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88910M74L00-AEU,SHELF RR PARCEL (BLACK),,844,,,679.50,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M74L00-R3F,SHELF RR PARCEL (BLACK),,889,,,715.73,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M74L01-R3F,SHELF COMPRR PARCEL,,876,,,705.27,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M74T00-R3F,SHELF COMPREAR PARCEL,,958.5,,,771.69,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88910M75J50-AEU,REAR PARCEL TRAY-SWIFT,,770,,,619.93,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M75J90-PS1,SHELF COMPRR PARCEL (YN4 LTD',,1059,,,852.60,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M75T00-R3F,SHELF COMPREAR PARCEL,,1027.5,,,827.24,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M76M00-R3F,SHELF REAR PARCEL,,990,,,797.05,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M76M00-S01,SHELF COMPREAR PARCEL,,1347,,,1084.47,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M76T00-R3F,SHELF COMPREAR PARCEL,,1829.5,,,1472.93,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M81R00-R3F,SHELF COMPREAR PARCEL,,1235,,,994.30,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M82P00-R3F,SHELF COMPREAR PARCEL,,1774.5,,,1428.65,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M82P01-R3F,SHELF COMPREAR PARCEL,,1951.5,,,1571.15,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88910M83K00-R3F,SHELF RR PARCEL (BLACK),,819.5,,,659.78,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88912M55R00,CUSHION REAR PARCEL REAR,,15,,,12.08,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88912M66T00,CUSHIONLUGGAGE COVER REAR,,35,,,28.18,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88912M68K00,CUSHIONREAR PARCEL REAR,,9,,,7.25,,10,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88912M74L00,.CUSHION REAR PARCEL REAR,,13,,,10.47,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88912M75J00,CUSHIONREAR PARCEL,,6,,,4.83,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88912M76M00,CUSHIONREAR PARCEL REAR,,15,,,12.08,,10,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88913M53M10,HOLDERRR PARCELR,,17,,,13.69,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88913M54P00,.HOLDER REAR PARCEL RH,,11,,,8.86,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88913M68K00,HOLDER RR PARCEL RH,,16,,,12.88,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88913M74L00,.HOLDER REAR PARCEL RH,,17,,,13.69,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88913M75J00-P4Z,HOLDERREAR PARCEL,,13,,,10.47,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88914M66T00,CUSHIONLUGGAGE COVER SIDE,,12,,,9.66,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88914M68K00,CUSHIONREAR PARCEL SIDE,,10,,,8.05,,10,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88915M55T00,STRINGREAR PARCEL,,19,,,15.30,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88915M66T00,STRINGLUGGAGE COVER,,28,,,22.54,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
88915M81R00,STRINGREAR PARCEL,,24,,,19.32,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88915M82P00,STRING REAR PARCEL,,24,,,19.32,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88917M53M10,HOLDERRR PARCELL,,17,,,13.69,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88917M54P00,.HOLDER REAR PARCEL LH,,11,,,8.86,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88917M68K00,HOLDER RR PARCEL LH,,16,,,12.88,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88917M74L00,.HOLDER REAR PARCEL LH,,17,,,13.69,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88917M76M00,HOLDERREAR PARCELL,,16,,,12.88,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
88921M68P00,HOOK REAR PARCEL STRING,,8,,,6.44,,10,,MGP,MARUTI,,,,,,,,,,,,73201011,,,
88921M68P01,HOOK RR PARCEL STRING,,13,,,10.47,,10,,MGP,MARUTI,,,,,,,,,,,,73201011,,,
88921M82P00,HOOKREAR PARCEL STRING,,15,,,12.08,,10,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89100M68810,TANK SETFUEL,,7486,,,6026.98,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89100M68820,TANK SETFUEL,,6052,,,4872.47,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101-84001,TANK ASSYFUEL,,2035.97,,,1639.16,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M50A01,TANK ASSYFUEL(UNDERCOAT),,4628,,,3726.00,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M53M00,TANK ASSY FUEL,,4195,,,3377.39,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M60M00,TANK ASSY FUEL,,5788,,,4659.92,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89101M60M02,TANK ASSY FUEL,,7458,,,6004.44,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M62S00,TANK FUEL,,4075,,,3280.78,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M64B01,TANK ASSYFUEL(MPFI),,2396.5,,,1929.42,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M65M00,TANK ASSYFUEL,,7877,,,6341.77,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M67L00,TANK ASSYFUEL,,4393,,,3536.80,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M68K40,TANK ASSYFUEL,,3775,,,3039.25,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M68PA0,TANK COMPFUEL,,6125.5,,,4931.64,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M68PB0,TANK COMPFUEL,,6965,,,5607.52,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M69R00,TANK FUEL,,5273,,,4245.29,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M69R10,TANK COMPFUEL,,4015,,,3232.48,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M70A01,TANK ASSYFUEL(4 VALVE MPFI),,3686.5,,,2968.00,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M72F21A,TANK ASSY FUEL,,1862.5,,,1499.50,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89101M72F30,TANK ASSY FUEL,,3134,,,2523.18,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M72R00,TANK ASSYFUEL,,8403,,,6765.26,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M72R10,TANK ASSYFUEL,,7790,,,6271.73,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M74L00,TANK ASSY FUEL,,9758,,,7856.17,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M75J00,TANK ASSYFUEL,,2176.63,,,1752.40,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89101M75J02,TANK ASSYFUEL,,2144,,,1726.13,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M75J10,TANK ASSY FUEL (YN4 DI),,2172,,,1748.68,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M76AE0,TANK ASSY FUEL,,2181,,,1755.92,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M76AF0,TANK ASSY FUEL,,4332,,,3487.69,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M76M00,TANK COMPFUEL,,6209,,,4998.87,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M77P00,TANK ASSYFUEL,,4665,,,3755.79,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M78T00,TANK ASSYFUEL,,8666,,,6977.00,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M78T10,TANK ASSYFUEL,,8666,,,6977.00,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M79F00,TANK ASSYFUEL,,2161.96,,,1740.59,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M79F02,TANK ASSYFUEL,,3863,,,3110.10,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M79G00,TANK ASSYFUEL,,3200,,,2576.32,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M79G02,TANK ASSY FUEL,,2950,,,2375.05,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M79G41,TANK ASSYFUEL,,3328,,,2679.37,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M79G70,TANK ASSYFUEL,,5799,,,4668.77,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M79G71,TANK ASSY FUEL,,4974,,,4004.57,,1,,MGP,MARUTI,,,,,,,,,,,,87086000,,,
89101M79M00,TANK ASSYFUEL,,4107,,,3306.55,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M80037,TANK ASSY FUEL,,4134.5,,,3328.69,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M83KA1,TANK ASSY FUEL,,4559,,,3670.45,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M83KB1,TANK ASSYFUEL,,8615,,,6935.94,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M84001,TANK ASSYFUEL,,2074,,,1669.78,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M843B0,TANK ASSYFUEL(MPFI),,3457,,,2783.23,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89101M843C0,TANK ASSY FUELMPI,,3826,,,3080.31,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89191M66R00,NUTFUEL PUMP LOCK,,157,,,126.40,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89191M68L00,.NUT FUEL PUMP LOCK,,89,,,71.65,,10,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89192M62J00,.O-RING FUEL PUMP,,46,,,37.03,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89192M62S00,O-RING FUEL PUMP,,272,,,218.99,,1,,MGP,MARUTI,,,,,,,,,,,,40169390,,,
89210-72F00,NECK COMPFUEL FILLER,,2204.07,,,1774.50,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89210-76G01,NECK COMP FUEL FILLER (WAGON R),,2466.44,,,1985.73,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89210-79A01,NECK COMPFUEL FILLER,,2185,,,1759.14,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89210-79A02,NECK COMPFUEL FILLER,,3870,,,3115.74,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89210-79F00,NECK COMPFUEL FILLER,,2466.45,,,1985.74,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89210-79G00,NECK COMPFUEL FILLER(ALTO),,2452,,,1974.11,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89210-81080,NECK FUEL FILLER,,63.45,,,51.08,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89210M53M00,NECK COMPFUEL FILLER,,1100,,,885.61,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M55R00,NECK COMP FUEL FILLER,,1251,,,1007.18,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M55R10,NECK COMP FUEL FILLER,,1110,,,893.66,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M59K00,NECK COMPFUEL FILLER,,865,,,696.41,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M59K01,NEC COMPFUEL FILLER,,931,,,749.55,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M62S00,NECK COMPFUEL FILLER,,973,,,783.36,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M63J00,NECK COMPFUEL FILLE,,1028.9,,,828.37,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M63J01,NECK COMP FUEL FILLER,,1052,,,846.97,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M67L00,NECKFUEL FILLER,,1350,,,1086.89,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M68K00,NECKFUEL FILLER,,728,,,586.11,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M69R00,NECK FUEL FILLER,,1152,,,927.48,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M69R10,NECK COMPFUEL FILLER,,1037,,,834.89,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M72FA0,NECKFUEL FILLER,,843.5,,,679.10,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M72R00,NECK COMPFUEL FILLER,,987,,,794.63,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M72R10,NECK COMPFUEL FILLER,,839,,,675.48,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M74L00,NECK ASSY FUEL FILLER,,1166,,,938.75,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M76G02,NECK COMPFUEL FILLER,,770,,,619.93,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M76M00,NECK COMPFUEL FILLER,,1235,,,994.30,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M79A02,NECK FUEL FILLER,,1079,,,868.70,,1,,MGP,MARUTI,,,,,,,,,,,,87082900,,,
89210M79G01,NECK COMPFUEL FILLER,,871,,,701.24,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M79M00,NECK COMPFUEL FILLER,,1406,,,1131.97,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M81021,NECK COMPFUEL FILLER,,90,,,72.46,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89210M82P50,NECK COMPFUEL FILLER,,1222,,,983.83,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M83K00,NECK FUEL FILLER,,1223,,,984.64,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M83K10,NECK FUEL FILLER,,1115,,,897.69,,1,,MGP,MARUTI,,,,,,,,,,,,87081090,,,
89210M84050,NECK COMPFUEL FILLE,,86.5,,,69.64,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89210M84070,NECK COMP FUEL FILLER,,124,,,99.83,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89230M84001,PIPE FUEL FILLER INLET,,281,,,226.23,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89230M84050,PIPE COMPFUEL FILLE,,192.71,,,155.15,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89230M84051,PIPEFUEL SEPARATOR BREATHER,,447,,,359.88,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89230M84070,PIPE COMPFUEL FILLER INLET,,412,,,331.70,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89232M74L00,COVER FUEL FILLER NECK,,14,,,11.27,,5,,MGP,MARUTI,,,,,,,,,,,,87082900,,,
89241-75F20,HOSE FUEL TANK FILLER E3,,968,,,779.34,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89241-76AC0,HOSEFUEL TANK FILLER,,1400,,,1127.14,,1,,MGP,MARUTI,,,,,,,,,,,,40091100,,,
89241-80J00,HOSE FUEL TANK FILLER,,1553,,,1250.32,,1,,MGP,MARUTI,,,,,,,,,,,,40094100,,,
89241-84000,HOSE FUEL FILLER LOWER,,213.11,,,171.57,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89241-84050,HOSEFUEL FILLER LOWERCAR E3,,1655,,,1332.44,,1,,MGP,MARUTI,,,,,,,,,,,,40094100,,,
89241M60M00,HOSE FUEL TANK FILLER,,560,,,450.86,,1,,MGP,MARUTI,,,,,,,,,,,,40094200,,,
89241M62S00,HOSEFUEL TANK FILLER,,175,,,140.89,,1,,MGP,MARUTI,,,,,,,,,,,,40094200,,,
89241M63J00,HOSEFUEL TANK FILLE,,75,,,60.38,,1,,MGP,MARUTI,,,,,,,,,,,,40094200,,,
89241M66R00,HOSE FUEL TANK FILLER,,480,,,386.45,,1,,MGP,MARUTI,,,,,,,,,,,,40094200,,,
89241M67L00,HOSEFUEL TANK FILLER,,263,,,211.74,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
89241M68P00,HOSE FUEL TANK FILLER,,373,,,300.30,,1,,MGP,MARUTI,,,,,,,,,,,,40092100,,,
89241M69R00,HOSEFUEL TANK FILLER,,325,,,261.66,,1,,MGP,MARUTI,,,,,,,,,,,,40094200,,,
89241M72F00,HOSE FUEL TANK FILLER,,110,,,88.56,,1,,MGP,MARUTI,,,,,,,,,,,,40091100,,,
89241M72R00,HOSEFUEL TANK FILLER,,320,,,257.63,,1,,MGP,MARUTI,,,,,,,,,,,,40092100,,,
89241M74L00,HOSE FUEL TANK FILLER,,330,,,265.68,,1,,MGP,MARUTI,,,,,,,,,,,,40092100,,,
89241M75F00,HOSE FUEL TANK FILLER,,125,,,100.64,,1,,MGP,MARUTI,,,,,,,,,,,,40091100,,,
89241M76AF0,HOSEFUEL TANK FILLER,,445,,,358.27,,1,,MGP,MARUTI,,,,,,,,,,,,40092100,,,
89241M76M00,HOSEFUEL TANK FILLER,,400,,,322.04,,1,,MGP,MARUTI,,,,,,,,,,,,40092100,,,
89241M77P00,HOSEFUEL TANK FILLER,,240,,,193.22,,1,,MGP,MARUTI,,,,,,,,,,,,40094200,,,
89241M79G00,HOSEFUEL TANK FILLER,,267,,,214.96,,1,,MGP,MARUTI,,,,,,,,,,,,87089900,,,
