Material,Material2,LIST PRICE,MRP PRICE,TYPE,FINISH,billing price,STOCK,Box Qty,Carton,brand,Make,Model,Year Start,Year End,Segment,Single Video URL,Multiple Media(semicolon-separated,most_selling,sales_volume,sales_value,zone,region,hsn,kolkata stock
P1326844,SHIM,,22,40,,13.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
P1326935,COUPLING BOLT,,180,32,,122.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1326944,SHIM,,22,40,,13.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
P1327044,SHIM,,19,40,,11.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
P1327135,HEXAGNAL SCREW,,17,40,,10.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1327144,SHIM,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
P1327235,SCREW,,56,40,,33.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1327244,SHIM,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
P1327335,HEXAGNAL NUT,,34,40,,20.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1327344,SHIM,,22,40,,13.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
P1327435,HEXAGNAL SCREW,,17,40,,10.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1327444,SHIM,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
P1327535,HEX. NUT,,9,40,,5.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1327544,SHIM,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
P1327635,GUIDE SCREW,,67,40,,40.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1327644,SHIM,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
P1327735,SCREW,,40,40,,24,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1327744,SHIM 0.1 MM  E1,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
P1327835,HEXAGNAL SCREW,,17,40,,10.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1327844,SHIM 0.2 MM  E1,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099941,
P1328035,MAX.SPD.ST.SCREW,,78,40,,46.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1328235,CHEESE HD SCREW,,22,40,,13.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1328335,SLIDING BOLT,,837,32,,569.16,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1328435,SCREW,,50,40,,30,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1328635,PR. BOLT,,502,32,,341.36,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1330335,TORX FL.HD.SCREW,,29,40,,17.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1330435,HEX.NUT,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1330635,SCREW,,22,40,,13.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1330735,HEX HEAD SCREW,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1330835,HEX NUT,,17,40,,10.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1330935,ROUND NUT 4D,,545,32,,370.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1331135,LOCATING SCREW,,15,32,,10.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1331235,SCREW,,16,40,,9.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1331435,NUT,,22,40,,13.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1331735,SCREW,,38,40,,22.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1331835,STOP SCREW,,79,40,,47.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1331935,STOP SCREW,,59,40,,35.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1332035,NUT,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1332135,HEX NUT,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1332235,NOTCH SCREW,,40,40,,24,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1332435,SCREW,,34,40,,20.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1332535,ROUND NUT,,109,40,,65.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1332935,CAP NUT,,14,40,,8.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1333835,HEX NUT,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1334035,FILTER HEAD SCREW,,25,32,,17,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099930,
P1334335,SCREW         E1,,17,40,,10.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1334435,PRESSURE BOLT6.65E1,,108,32,,73.44,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1334535,NOZZ.RET.NUT-E1,,226,32,,153.68,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1334735,OVAL HEAD SCREW E1,,17,40,,10.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1335135,CLAMP SCREW,,14,32,,9.52,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1336335,PRESSURE BOLT,,210,32,,142.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1336435,NOZZLE CAP NUT,,273,32,,185.64,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73182990,
P1336535,HOLLOW BOLT,,268,32,,182.24,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1341035,TORX FILLISTER SCREW,,30,32,,20.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1341335,BLEEDER SCREW,,234,32,,159.12,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1342635,SCREW,,16,32,,10.88,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099930,
P1343335,SCREW,,39,32,,26.52,,50,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1343835,HOLLOW BOLT,,406,32,,276.08,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73182990,
P1345035,SCREW 6DTI E1,,38,40,,22.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1345135,EYE BOLT 6DTI E1,,226,32,,153.68,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1345835,BOLT 6DTI E1,,92,40,,55.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1346535,NUT 6DTI E1,,129,32,,87.72,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1346635,BANJO BOLT 6E E1,,908,32,,617.44,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1346835,FLAT HEAD SCREW 6E E1,,402,32,,273.36,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1346935,UNION NUT 6E E1,,371,32,,252.28,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1350935,CHEESE HEAD SCREW BS3,,34,40,,20.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1351135,BOLT BS3,,17,40,,10.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1351235,HEXAGONAL NUT BS3,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1351335,HOLLOW SCREW BS3,,67,40,,40.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1351435,CHEESE HEAD SCREW BS3,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1352435,OVERFLOW VALVE,,7670,32,,5215.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84139120,
P1352535,NUT,,94,32,,63.92,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1354435,HEX SCREW,,94,32,,63.92,,30,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1354535,HEXAGON NUT,,15,32,,10.2,,150,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1354635,HEXAGONAL SCREW,,32,32,,21.76,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1354735,WASHER AND SCREW ASSY,,30,32,,20.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1354835,SCREW AND WASHER ASSY,,57,32,,38.76,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1354935,CAP NUT,,111,32,,75.48,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1355035,SCREW,,14,32,,9.52,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1355135,WASHER AND SCREW ASSY,,16,32,,10.88,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1355235,HEXAGONAL SCREW,,26,32,,17.68,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1355335,COUNTERSUNK-HEAD SCREW,,16,40,,9.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1355535,REAR COVER PLATE SCREW-WITHOUT HOLE(ORDI,,14,32,,9.52,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1355635,CHEESE HEAD SCREW,,27,32,,18.36,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1355735,WASHER AND SCREW ASSY.,,16,32,,10.88,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73182200,
P1355835,OVAL HEAD SCREW,,7,32,,4.76,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1355935,WASHER AND SCREW ASSY.,,15,32,,10.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73182200,
P1356035,OVAL HEAD SCREW,,9,32,,6.12,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1356135,RIPP NUT,,20,32,,13.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1356235,HEXAGONAL NUT,,51,32,,34.68,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1357135,SCREW,,21,32,,14.28,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181500,
P1361544,SHIM,,743,32,,505.24,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099930,
P1400102,BALL RACE,,226,32,,153.68,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400105,BUSH,,142,32,,96.56,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400107,CIRCLIP,,17,40,,10.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73182910,
P1400112,DISTANCE PIECE,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400114,SPLIT FLANGE,,148,32,,100.64,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73079190,
P1400116,QUADRANT,,159,32,,108.12,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400117,GASKET,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84841090,
P1400120,PRESSURE HORN,,200,32,,136,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85123010,
P1400122,KEY,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400124,SELECTOR FORK,,140,32,,95.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400126,MOUNTING,,987,32,,671.16,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400127,O RING,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400128,PACKING GLAND,,1590,32,,1081.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400129,GREASE NIPPLE,,23,40,,13.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
P1400131,PLUG,,62,40,,37.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400136,SPRING,,6,40,,3.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400137,STUD,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400139,PUMP - PTO ASSY,,9010,32,,6126.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400143,CAM SHAFT,,641,32,,435.88,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400144,SHIM,,94,40,,56.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400147,SPANNER BASE PIN,,424,32,,288.32,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400149,WASHER,,7,40,,4.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73182200,
P1400151,PACKING KIT,,954,32,,648.72,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400201,UNION,,178,32,,121.04,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400202,STEEL BALL,,6,40,,3.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400205,BUSH,,225,32,,153,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400207,CIRCLIP,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73182910,
P1400208,PIPE CLIP ASSY,,23,40,,13.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
P1400209,SPLIT PIN,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400211,END COVER,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400212,DISTANCE PIECE,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400213,TEE PIECE,,507,32,,344.76,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400216,FIXED GEAR,,849,32,,577.32,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400217,JOINT,,6,40,,3.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400218,S/A BODY XHD ASSY,,10430,32,,7092.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400219,FLEXIBLE HOSE,,825,32,,561,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400220,PRESSURE HORN,,336,32,,228.48,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85123010,
P1400226,RUBBER BUFFER,,241,32,,163.88,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400227,O RING,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400229,GREASE NIPPLE,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400230,CLAMP COVER PLATE,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400233,PIVOT SHAFT,,1890,32,,1285.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84099990,
P1400237,STUD,,17,40,,10.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181900,
P1400239,WEBSTER VALVE,,2660,32,,1808.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400241,RUBBER BUFFER,,793,32,,539.24,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400242,RELIEF VALVE,,22940,32,,15599.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400244,SHIM,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400247,SPANNER-GLAND NUT,,559,32,,380.12,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1400249,STOPPED WASHER,,17,40,,10.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73182200,
P1400251,PACKING SET,,729,32,,495.72,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400301,UNION,,110,32,,74.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400302,STEEL BALL,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400304,PUMP MOUNTING ASY,,1220,32,,829.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400307,CIRCLIP,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73182910,
P1400308,JUBLIE CLIP,,58,40,,34.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400313,TEE PIECE,,475,32,,323,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400318,PISTON PLATE,,1470,32,,999.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400319,FLEXIBLE HOSE,,644,32,,437.92,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400320,PR HORN ASSY,,226,32,,153.68,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85123010,
P1400322,KEY,,114,32,,77.52,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400327,O RING,,6,40,,3.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400329,GREASE NIPPLE,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400335,NUT,,40,40,,24,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1400336,SPRING,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400337,STUD,,7,40,,4.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181900,
P1400341,NAME PLATE,,59,40,,35.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400342,RELIEF VALVE,,5430,32,,3692.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400347,SPANNER-GLAND NUT,,465,32,,316.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181600,
P1400401,SPOOL,,3280,32,,2230.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400405,BUSH,,1270,32,,863.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400407,WEAR RING,,282,32,,191.76,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400409,SPLIT PIN,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400412,DISTANCE PIECE,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400413,ELBOW,,356,32,,242.08,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73079290,
P1400414,FLANGE CONNECTOR,,713,32,,484.84,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73079190,
P1400417,GASKET,,7,40,,4.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84841090,
P1400419,SUCTION HOSE,,580,32,,394.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400420,PR HORN ASSY,,266,32,,180.88,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85123010,
P1400427,O RING,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400430,BODY SUPPORT ASSY,,8240,32,,5603.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400431,AIR RELEASE PLUG,,34,40,,20.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400434,COLLAR,,64,40,,38.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400436,SPRING,,6,40,,3.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400437,STUD,,1132,32,,769.76,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73181900,
P1400439,CONTROL VALVE,,6130,32,,4168.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400441,SPOOL,,4000,32,,2720,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400447,FITTING SLEEVE,,543,32,,369.24,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400451,RAM KIT,,883,32,,600.44,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400507,SPRING RING,,34,40,,20.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400509,PIN,,6,40,,3.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400510,OIL TANK,,1620,32,,1101.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400511,CYLINDER CAP,,4910,32,,3338.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400512,DISTANCE PIECE,,24,40,,14.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400513,ELBOW,,269,32,,182.92,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73079290,
P1400514,MTG FLANGE ASSY,,13963,32,,9494.84,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73079190,
P1400516,SLIDING GEAR,,708,32,,481.44,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400517,GASKET,,7,40,,4.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,84841090,
P1400520,PR HORN ASSY,,557,32,,378.76,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,85123010,
P1400524,FULCRUMLEVER ASSY,,505,32,,343.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400527,O RING,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400530,PISTON PLATE,,2200,32,,1496,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400532,CONTROL ROD,,536,32,,364.48,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400539,GEAR - BUSH ASSY,,903,32,,614.04,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400541,VALVE GUIDE ASSY,,190,32,,129.2,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400547,FITTING BEARING,,520,32,,353.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400551,HYD PUMP REP KIT,,167,32,,113.56,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400601,UNION,,183,32,,124.44,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400602,ANG.CONTACT BEARING,,735,32,,499.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400607,LOCKING RING,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400611,END CAP,,264,32,,179.52,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400612,DISTANCE PIECE,,19,40,,11.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400614,SUPPORT FLANGE,,1473,32,,1001.64,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,73079190,
P1400616,TRUNION ARM,,1050,32,,714,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400618,P.T.O CASE,,1480,32,,1006.4,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400619,HOSE,,1110,32,,754.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400624,LOWERING LEVER AY,,576,32,,391.68,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400627,O RING,,11,40,,6.6,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400630,STOP,,23,40,,13.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400631,C A PLUG,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400633,IDLER SHAFT,,138,32,,93.84,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400634,VALVE GUIDE,,166,32,,112.88,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400636,SPRING,,179,32,,121.72,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
P1400641,NYLON VALVE SEAT,,18,40,,10.8,,1,,LEYPARTS,ASHOK LEYLAND,,,,,,,,,,,,87089900,
